Product Name,Category Name,Reference Part Number,Description,SKU,Stok per tgl 18 May 2025,Lokasi Stok,,Notes
First Product,Category Name,"ABC11,EFG22,HIJ33",Product Description,ABC,,,,pastikan masing2 nama produk unik (tidak ada persamaan dengan data lainnya)
AIR FILTER,,,-,-,,,,pastikan kategori barang ada di database
17CEELM0015,Mist Eliminator,ELM 150 = 405150-ELM Mist Eliminator,-,-,0,,,
ELM17CEELM0033,Mist Eliminator,ELM 1600 Mist = 4051600-ELM Mist Eliminator,-,-,0,,,
,,,,,,,,
OIL FILTER,,,-,-,,,,
200525,Oil Filter,250025-525 ,-,-,3,"2pcs Jakarta, 1 pcs Surabaya",,
200526,Oil Filter,250025-526 ,-,-,11,"8pcs Jakarta, 3pcs Surabaya",,
200709,Oil Filter,02250155-709,-,-,9,"7pcs Jakarta, 2pcs Surabaya",,
200712,Oil Filter,6.1901.0 = NO 011880 = W 712,-,-,0,,,
200712,Oil Filter,W 712,-,-,0,,,
200920,Oil Filter,W 920,-,-,5,Jakarta,,
200940,Oil Filter,6.1985.0,-,-,12,"10pcs Jakarta, 2pcs Surabaya",,
200956,Oil Filter,250008-956 = SH 8192,-,-,5,Jakarta,,
200996,Oil Filter,02250139-996,-,-,18,Jakarta,,
206506,Oil Filter,PS-CE11-506,-,-,0,,,
206507,Oil Filter,PS-CE11-507,-,-,0,,,
208505,Oil Filter,A00984 = 25200007-505,-,-,4,Jakarta,,
2001104,Oil Filter,C 1104,-,-,0,,,
2001884,Oil Filter,1837-0018-84,-,-,4,Jakarta,,
2006100,Oil Filter,1625-4261-00,-,-,0,,,
2006563,Oil Filter,3991-1615 = 39911615,-,-,2,Jakarta,,
2007378,Oil Filter,SH 8281 = 1621-7378-00,-,-,17,"9pcs Jakarta, 8pcs Surabaya",,
2008113,Oil Filter,1513-0337-01 = 2903-0337-01 = SH 8113,-,-,2,Jakarta,,
2008119,Oil Filter,SH 8119,-,-,0,,,
2008177,Oil Filter,SH 8177,-,-,0,,,
2008181,Oil Filter,200EDM369 = SH 8181,-,-,0,,,
2008189,Oil Filter,CR 21G30319 = SH 8189,-,-,2,Jakarta,,
2008253,Oil Filter,SH 8253,-,-,0,,,
2008263,Oil Filter,SH 8263,-,-,0,,,
2008267,Oil Filter,1622-3652-00 = SH P023,-,-,41,"30pcs Jakarta, 11pcs Surabaya",,
2008273,Oil Filter,SH P024 = 1622-3142-80,-,-,31,"26pcs Jakarta, 5pcs Surabaya",,
2008330,Oil Filter,SH 8330 ,-,-,0,,,
2008331,Oil Filter,1622-3652-00 = SH 8331,-,-,0,,,
2008332,Oil Filter,1622-3652-00 = SH 8332,-,-,11,Jakarta,,
2008333,Oil Filter,SH P024 = SH 8333,-,-,9,Jakarta,,
2008715,Oil Filter,1625-7525-00 = 2903-7525-00,-,-,59,"52pcs Jakarta, 7pcs Surabaya",,
2008722,Oil Filter, 2903-7526-00,-,-,4,Jakarta,,
2013462,Oil Filter,6.3462.0,-,-,10,Jakarta,,
2013463,Oil Filter,6.3463.0 = SH 8237 = 2013463,-,-,20,"12pcs Jakarta, 8pcs Surabaya",,
2013464,Oil Filter,6.3464.0/1 = SH 8235,-,-,13,"8pcs Jakarta, 5pcs Surabaaya",,
2013465,Oil Filter,6.3465.0,-,-,49,"46pcs  Jakarta, 3pcs Surabaya",,
2014493,Oil Filter,SH 8328 = 6.4493.0,-,-,18,11pcs Jakarta. 7pcs Surabaya,,
2014693,Oil Filter,6.4693.0,-,-,0,,,
2014778,Oil Filter, 6.4778.0,-,-,3,Jakarta,,
2031631,Oil Filter,3991-1631 = P165569,-,-,27,"25pcs Jakarta, 2pcs Surabaya",,
2039602,Oil Filter,3932-9602,-,-,7,Jakarta,,
2051220,Oil Filter,59031220,-,-,10,"9pcs Jakarta, 1pcs Surabaya",,
2051230,Oil Filter,59031230 = 49C07439XA,-,-,0,,,
2055850,Oil Filter,5343-5850 = 5903-5850,-,-,0,,,
2055910,Oil Filter,5517-5910,-,-,6,"3pcs Jakarta, 3pcs Surabaya",,
2058153,Oil Filter,SH 8153 = WD 920 For OSC 3 T,-,-,6,Jakarta,,
2085919,Oil Filter,SH 8708 = 8975919 = 8975-5919,-,-,2,Jakarta,,
2116110,Oil Filter,2116110,-,-,0,,,
3005009,Oil Filter,LB 11 102/2 = DF 5009,-,-,5,Jakarta,,
10026240,Oil Filter,C 26 240,-,-,2,Jakarta,,
20011102,Oil Filter,1614-7273-00 = W 11102,-,-,10,"5pcs Jakarta, 5pcs Surabaya",,
20020010,Oil Filter,05V.20.010,-,-,5,"4pcs Jakarta, 1pcs Surabaya",,
20113145,Oil Filter,6.1979.0 =SH 8109,-,-,25,"22pcs Jakarta, 3pcs Surabaya",,
20255910,Oil Filter,5281-5910,-,-,6,"3pcs Jakarta, 3pcs Surabaya",,
2204296212,Oil Filter,"02204296212 For SAF 50, SAF 60, SAF 30",-,-,8,Jakarta,,
1 X 10642,Oil Filter,1 X 10642 = P 2007739 = P 550251,-,-,0,,,
200940/5,Oil Filter,W 940/5,-,-,8,Jakarta,,
200962/12,Oil Filter,1202-8040-00 = WD 962/12 = 200962/12,-,-,14,Jakarta,,
200962-1/2/3,Oil Filter,1613-6105-00 = SH 8107 =  55175910 = 6.1981.0,-,-,601,"442pcs Jakarta, 123pcs Surabaya, 36pcs Solo",,
20D940/5,Oil Filter,WD 940/5,-,-,0,,,
50060050A,Oil Filter,Mist Eliminator = SAOF 50 A = SAOF 40 A,-,-,0,Jakarta,,
500600A,Oil Filter,P3515B158-3 (Elliot) = P1404987-0014,-,-,0,,,
500600SAOF30A,Oil Filter,"P3515B158-3 (Elliot) = P1404987-0014 (Cover Plastik = For SAOF 30 A, SAOF 20 A",-,-,0,,,
500DCW15A ,Oil Filter,Water Filter for DCW 15 A,-,-,19,Jakarta,,
71.10337.8074.00,Oil Filter,71.10337.8074.00,-,-,0,,,
71.12600.3381.00,Oil Filter,71.12600.338120 = 71.12600.338100 = 71.12600.338110 = 71.12600.3381.00,-,-,0,,,
H 1060 N,Oil Filter,H 1060 N,-,-,20,Jakarta,,
J8611670,Oil Filter,J8611670 = 100 HP,-,-,0,,,
P 555680,Oil Filter,P 555680,-,-,0,,,
P558615,Oil Filter,P558615,-,-,0,,,
P-CE13-510,Oil Filter,P-CE13-510 (Kobelco),-,-,1,Surabaya,,
P-CE13-526,Oil Filter,P-CE13-526 (Kobelco),-,-,6,Surabaya,,
TB 1374 X,Oil Filter,TB 1374 X,-,-,0,,,
W 1140,Oil Filter,W 1140,-,-,4,Jakarta,,
W 13 145/3,Oil Filter,W 13145/3,-,-,11,Jakarta,,
W 1374/2,Oil Filter,W 1374/2,-,-,5,Jakarta,,
W 719/5,Oil Filter,W 719/5 = 1513-0337-00,-,-,0,,,
W 77,Oil Filter,W 77,-,-,4,Jakarta,,
W 917,Oil Filter,1030-0882-00 = W 917,-,-,6,Jakarta,,
W 929/3,Oil Filter,W 929/3,-,-,10,Jakarta,,
W 940/15 n,Oil Filter,W 940/15 n = W 940/15n,-,-,8,Jakarta,,
W 950 = 200950,Oil Filter,W 950 = K21000000002 = (for MSE 15 A = SAPM 15 A = SAPM 11 A),-,-,4,Jakarta,,
W 962,Oil Filter,9211-8678/6.1981.0 = W 962,-,-,0,,,
WD 13 145,Oil Filter,WD 13 145,-,-,0,,,
WD 1374,Oil Filter,WD 1374,-,-,0,,,
WD 724/3,Oil Filter,WD 724/3,-,-,1,Jakarta,,
WD 724/6,Oil Filter,WD 724/6,-,-,5,"4pcs Jakarta, 1pcs Surabaya",,
WD 962,Oil Filter,WD 962,-,-,0,,,
WD 962/21,Oil Filter,6.1981.0 Long Life,-,-,6,Jakarta,,
WD 962/32,Oil Filter,WD 962/12 = WD 962/32,-,-,1,Jakarta,,
WDK 13 145,Oil Filter,6.3465.0,-,-,2,Jakarta,,
,,,,,,,,
FILTER ELEMENT,,,-,-,,,,
400972,Filter Element,02250194-972,-,-,0,,,
400973,Filter Element,02250194-973,-,-,0,,,
4002620,Filter Element,4002620 for Mis Eliminator ELM 1600,-,-,0,,,
4009034,Filter Element,"SM 9034, 1 mikron Prefilter = EZ 2020 Z",-,-,2,Jakarta,,
4009035,Filter Element,"SM 9035, 0,01 mikron Afterfilter = EZ 2020 X",-,-,2,Jakarta,,
4009036,Filter Element,EZ 2020 C = SM 9036,-,-,5,Jakarta,,
4009038,Filter Element,"SM 9038, 1 mikron Prefilter =  EZ 2030 Z",-,-,2,Jakarta,,
4009039,Filter Element,"SM 9039, 0,01 mikron Afterfilter =  EZ 2030 X = EZ 2030 H",-,-,3,Jakarta,,
4009042,Filter Element,EZ 2050 U = SM 9042,-,-,3,Jakarta,,
4009043,Filter Element,"SM 9043, 0,01 mikron Afterfilter =  EZ 2050 X",-,-,6,Jakarta,,
4009045,Filter Element,EZ 3050 P = SM 9045,-,-,3,Jakarta,,
4009056,Filter Element,SM 9056,-,-,10,Jakarta,,
4009069,Filter Element,ED 085 U = 2901-0193-00 = K 145 AO = 1202-6259-04,-,-,6,Jakarta,,
4009070,Filter Element,ED 085 H = 2901-0198-00 = K 145 AA = 1202-6259-03,-,-,18,"12pcs Jakarta, 6pcs Surabaya",,
4009072,Filter Element,ED 085 C = SM 9072,-,-,6,Jakarta,,
4009073,Filter Element,ED 195 U = 1202-6262-02 = K 220 AO = K 220 AR = 2901-0194-00 = 250024-428 = SM 9073,-,-,12,"10pcs Jakarta, 2pcs Surabaya",,
4009074,Filter Element,ED 195 H = 1202-6262-01 = K 220 AA = 2901-0199-00 = 250024-436 = SM 9074,-,-,4,"3pcs Jakarta, 1pcs Surabaya",,
4009075,Filter Element,ED 195 C = SM 9075,-,-,1,Jakarta,,
4009076,Filter Element,SM 9076 = 1202-6264-04,-,-,18,Jakarta,,
4009077,Filter Element,SM 9077 = 1202-6264-03,-,-,16,"12pcs Jakarta, 4pcs Surabaya",,
4009078,Filter Element,ED 295 C = K 330 AC,-,-,0,,,
4009079,Filter Element,ED 400 U = K 430 AO = 2906-0212-00 = K 430 AO = K 430 AR = K 400 AO = K 400 AR,-,-,23,"20pcs Jakarta, 3pcs Surabaya",,
4009080,Filter Element,ED 400 H = K 430 AA,-,-,8,Jakarta,,
4009081,Filter Element,ED 400 C = K 430 AC = SM 9081,-,-,4,"1pcs Jakarta,3 pcs Surabaya",,
4009082,Filter Element,ED 500 U = DD 500 SM 9082  = 4009082,-,-,2,"1pcs Jakarta, 1pcs Surabaya",,
4009083,Filter Element,ED 500 H = PD 500 = SM 9083 ,-,-,2,"1pcs Jakarta, 1pcs Surabaya",,
4009084,Filter Element,ED 500 C = SM 9084,-,-,4,Jakarta,,
4009154,Filter Element,EU 05/25 U = SM 9154,-,-,0,,,
4009155,Filter Element,EU 05/25 H = SM 9155,-,-,6,Jakarta,,
4009162,Filter Element,EU 07/30 U = SM 9162,-,-,2,Jakarta,,
4009164,Filter Element,07/30 H ,-,-,0,,,
4009165,Filter Element,SM 9165 = AK 07/30 = EU 07/30 = MF 07/30 Carbon,-,-,0,,,
4009167,Filter Element,SM 9167,-,-,0,,,
4009168,Filter Element,SM 9168,-,-,0,,,
4009175,Filter Element,SM 9175 = ODO 2030 XM/F,-,-,0,,,
4009177,Filter Element,SM 9177 = ODO 2030 AK/A,-,-,0,,,
4009327,Filter Element,SM 9327 = DD 60,-,-,0,,,
4009328,Filter Element,SM 9328 = PD 60,-,-,0,,,
4009329,Filter Element,2901-2005-04,-,-,0,,,
4009330,Filter Element,1613-7041-03 = EAC 120 U = SM 9330,-,-,5,"4pcs Jakarta, 1pcs Surabaya",,
4009331,Filter Element,1613-7041-01 = EAC 120 H = SM 9331,-,-,5,"4pcs Jakarta, 1pcs Surabaya",,
4009332,Filter Element,QD 120 = 2901-0537-00,-,-,0,,,
4009333,Filter Element,SM 9333 = EAC 150 U,-,-,4,"3pcs Jakarta, 1pcs Surabaya",,
4009334,Filter Element,SM 9334 = EAC 150 H,-,-,4,"3pcs Jakarta, 1pcs Surabaya",,
4009336,Filter Element,DD 175 = EAC 175 U = SM 9336 ,-,-,2,Jakarta,,
4009337,Filter Element,PD 175 = EAC 175 H = SM 9337 ,-,-,1,Jakarta,,
4009338,Filter Element,SM 9338 = EAC 260 P (3 micron),-,-,0,,,
4009339,Filter Element,SM 9339 = 2901-0544-00,-,-,3,"2pcs Jakarta, 1pcs Surabaya",,
4009340,Filter Element,SM 9340,-,-,0,,,
4009341,Filter Element,SM 9341,-,-,0,,,
4009342,Filter Element,EAC 390 U = 2906-7000-00 = DD 390 = SM 9342 ,-,-,1,Jakarta,,
4009343,Filter Element,EAC 390 H = 2906-7001-00 = PD 390 = SM 9343 ,-,-,1,Surabaya,,
4009344,Filter Element,EAC 390C = SM 9344,-,-,0,,,
4009345,Filter Element,EAC 520 U = 1617-7043-07 = DD 520 = SM 9345 ,-,-,5,"4pcs Jakarta, 1pcs Surabaya",,
4009346,Filter Element,EAC 520 H = 1617-7043-05 = PD 520 = SM 9346 ,-,-,5,"4pcs Jakarta, 1pcs Surabaya",,
4009347,Filter Element,EAC 520 C = SM 9347) = QD 520,-,-,0,,,
4009354,Filter Element,SM 9354 = ODO 2030 PE/P,-,-,0,,,
4009358,Filter Element,DD 780 = DDP 780 =1617-7073-03 = SM 9358,-,-,8,"5pcs Jakarta, 3pcs Surabaya",,
4009359,Filter Element,SM 9359,-,-,9,"6pcs Jakarta, 3pcs Surabaya",,
4009557,Filter Element,2901-3004-08 = UD 220+,-,-,0,,,
4009925,Filter Element,EKS 0138 P = EG 138 = 400138C,-,-,0,,,
4009929,Filter Element,EG 283 = 9.4895.0 ,-,-,0,,,
4009943,Filter Element,EF 283 = 9.4883.0 = SM 9943,-,-,0,,,
4009951,Filter Element,EKS 0138 H = EE 138,-,-,0,,,
4009954,Filter Element,EE 185 = SM 9954,-,-,0,,,
4009975,Filter Element,SM 975,-,-,1,Jakarta,,
4009990,Filter Element,EB 185,-,-,0,,,
40051140,Filter Element,40051140,-,-,2,Jakarta,,
40000210H,Filter Element," Donaldson S0210 (0,01 micron)",-,-,0,,,
400010H,Filter Element,EA 10 H,-,-,0,,,
400010U,Filter Element,EA 10 U,-,-,0,,,
400015H,Filter Element,400015H / AE 15 AF,-,-,0,,,
400028H,Filter Element,EE 28,-,-,0,,,
400028U,Filter Element,ED 28,-,-,0,,,
400048C,Filter Element,EG 48 = 9.4888.0,-,-,0,,,
400048H,Filter Element,EE 48),-,-,0,,,
400048S,Filter Element,EF 48 = 9.4876.0,-,-,0,,,
400048U,Filter Element,ED 48,-,-,0,,,
400050H,Filter Element,400050H = Y (for OSC 5 TD),-,-,2,"2pcs Jakarta, 2pcs Surabaya",,
400050U,Filter Element,400050U = X (for OSC 5 TD),-,-,2,"2pcs Jakarta, 2pcs Surabaya",,
400055H (Y),Filter Element,400055H (Y) (MKE 53 New),-,-,3,Jakarta,,
400055H-FR,Filter Element,"400055H-FR = FTX 055 = 0,01 micron",-,-,0,,,
400055U (X),Filter Element,400055U (X) (MKE 53 New),-,-,3,Jakarta,,
400055U-FR,Filter Element,400055U-FR = FTS 055 = 1 micron,-,-,0,,,
400060H,Filter Element,K 060 AA,-,-,3,Jakarta,,
400060N,Filter Element,K 060 AR,-,-,6,Jakarta,,
400060U,Filter Element,K 060 AO,-,-,6,Jakarta,,
40007/25C,Filter Element,AK 07/25,-,-,0,,,
40007/25H,Filter Element,SMF 07/25 H,-,-,0,,,
400100H,Filter Element,AE 100 AF,-,-,0,,,
400100U,Filter Element,AE 100 PF,-,-,0,,,
4001030U,Filter Element,4001030U = EQ 10/30 GDU,-,-,0,,,
400107H,Filter Element,EKS 107 H = EE 107,-,-,1,Jakarta,,
400107S,Filter Element,EF 107,-,-,0,,,
4001120H,Filter Element,971431120 (for Gosyen mesin Vacum),-,-,0,,,
4001200H,Filter Element,4001200H = Y,-,-,2,Jakarta,,
4001200U,Filter Element,4001200U = X,-,-,0,,,
4001205H (Y),Filter Element,4001205H (Y) (MKE 1200 New),-,-,5,Jakarta,,
4001205U (X),Filter Element,4001205U (X) (MKE 1200 New),-,-,5,Jakarta,,
4001210 P,Filter Element,4001210 P,-,-,1,Jakarta,,
4001210 X,Filter Element,4001210 X,-,-,1,Jakarta,,
4001210H,Filter Element,"4001210H (Y) (for MKE 623, MKE 930, MKE 1200)",-,-,23,"21pcs Jakarta, 2pcs Surabaya",,
4001210U,Filter Element,"4001210U (X )(for MKE 623,MKE 930, MKE 1200)",-,-,23,"21pcs Jakarta, 2pcs Surabaya",,
400125H,Filter Element,AE 125 H,-,-,0,,,
400125U,Filter Element,AE 125 U,-,-,0,,,
400132B,Filter Element,400132B = CE 0132 B,-,-,0,,,
400138S,Filter Element,EF 138,-,-,0,,,
400138U,Filter Element,ED 138 = EKS 0138 U,-,-,0,,,
400150P,Filter Element,NFF 1510 QWD) = EH 150 P,-,-,0,,,
4001510 P,Filter Element,4001510 P,-,-,1,Jakarta,,
4001510X,Filter Element,4001510X,-,-,3,Jakarta,,
4001510Y,Filter Element,4001510Y,-,-,2,Jakarta,,
4001550H,Filter Element,4001550H = Y,-,-,1,Jakarta,,
4001550U,Filter Element,4001550U = X,-,-,1,Jakarta,,
400155H (Y),Filter Element,400155H (Y) (MKE 190 New)(HRND 155),-,-,4,Jakarta,,
400155U (X),Filter Element,400155U (X) (MKE 190 New) (HRND 155),-,-,4,Jakarta,,
400160F C,Filter Element,"400160F C = EQ FTZ 160 (0,03 micron)",-,-,0,,,
400160F H,Filter Element,"400160F H = EQ FTX 160 (0,01 micron)",-,-,0,,,
400160F U ,Filter Element,400160F U = EQ FTS 160 (1 micron),-,-,0,,,
400168U ,Filter Element,400168U = AL 168),-,-,0,,,
400177C,Filter Element,EKS 0177 C,-,-,0,,,
400177P,Filter Element,EB 177 = 9.4820.0,-,-,0,,,
400177S,Filter Element,EKS 0177 S,-,-,0,,,
4001805H (Y),Filter Element,4001805H (Y) (HRND 1388 New) (1 set isi 2pcs grade U dan 2pcs grade H),-,-,5,Jakarta,,
4001805U (X),Filter Element,4001805U (X) (HRND 1388 New) (1 set isi 2pcs grade U dan 2pcs grade H),-,-,5,Jakarta,,
4001820H (Y),Filter Element,"4001820H (Y) (MKE 1388, MKE 1800)",-,-,14,"12pcs Jakarta, 2pcs Surabaya",,
4001820U (X),Filter Element,"4001820U (X) (MKE 1388, MKE 1800)",-,-,9,"7pcs Jakarta, 2pcs Surabaya",,
400185C,Filter Element,EG 185,-,-,0,,,
400185P,Filter Element,EB 185,-,-,0,,,
400185S,Filter Element,EF 185 = ES 142D8XE-F-185,-,-,0,,,
400185U,Filter Element,ED 185,-,-,0,,,
400190H,Filter Element,"400190H = AE 190 (0,01 micron) (Flange 1040)",-,-,0,,,
400190U,Filter Element,400190U = AE 190 (1 micron) (Flange 1040),-,-,0,,,
4001B168 AL,Filter Element,4001B168 AL (for Fliurr Air),-,-,0,,,
4002030H,Filter Element,ZD 2030 = 4002030H,-,-,0,,,
400221C,Filter Element,EG 221 = 9.4893.0),-,-,0,,,
400221S,Filter Element,EKS 0221 S = 400221S,-,-,0,,,
400250H,Filter Element,400250H = 400250H-M,-,-,0,,,
400250U,Filter Element,400250U = 400250U-M,-,-,0,,,
4002700H (Y),Filter Element,"4002700H (Y) (MKE 2500, MKE 2775)",-,-,18,Jakarta,,
4002700U (X),Filter Element,"4002700U (X) (MKE 2500, MKE 2775)",-,-,19,Jakarta,,
4002775H (Y),Filter Element,4002775H (Y) (HRND 2775 New)(JRND 2500),-,-,4,Jakarta,,
4002775U (X),Filter Element,4002775U (X) (HRND 2775 New)(HRND 2500),-,-,4,Jakarta,,
400290C,Filter Element,"EA 290 C (0,03 mikron / carbon)",-,-,0,,,
400290H,Filter Element,EA 290H,-,-,0,,,
400290U,Filter Element,EA 290 U (1 mikron),-,-,0,,,
400405H(Y),Filter Element,4000405H (Y) (HRND 305 New),-,-,3,Jakarta,,
400405U(X),Filter Element,4000405U (X) (HRND 305 New),-,-,3,Jakarta,,
400500H (Y),Filter Element,"400500H = Y (for MKE 210, MKE 305, MKE 375)",-,-,8,Jakarta,,
400500U (X),Filter Element,"400500U = X (for MKE 210, MKE 305, MKE 375)",-,-,8,Jakarta,,
4005060C,Filter Element,4005060C = EZ 5060 C,-,-,0,,,
4005060H,Filter Element,4005060H = EZ 5060 H,-,-,0,,,
4005060U,Filter Element,4005060U = EZ 5060 U),-,-,0,,,
4005075H,Filter Element,4005075H = 5075 XP = EA 5075 H,-,-,0,,,
4005075U,Filter Element,4005075U = 5075 ZP =EZ 5075 U,-,-,0,,,
40050H,Filter Element,050 AA,-,-,0,,,
40050N,Filter Element,050 AR,-,-,4,Jakarta,,
40050U,Filter Element,050 AO,-,-,0,,,
40055U,Filter Element,EA 55 U,-,-,3,Jakarta,,
4005850H (Y),Filter Element,"4005850H (Y) (HRND 3330 New) (1set isi 2pcs grade U, 2 pcs grade H)",-,-,6,Jakarta,,
4005850U (X),Filter Element,"4005850U (X) (HRND 3330 New) (1set isi 2pcs grade U, 2 pcs grade H)",-,-,6,Jakarta,,
400625H,Filter Element,"400625H (0,01 micron) = EA 625",-,-,2,Jakarta,,
4007137H,Filter Element,EHK 7137 H,-,-,0,,,
4007137U,Filter Element,EHK 7137 U,-,-,0,,,
400775H,Filter Element,EA 775 H,-,-,0,,,
400775U,Filter Element,EA 775 U,-,-,0,,,
400805H (Y),Filter Element,400805H (Y) (HRND 623 New),-,-,7,,,
400805U (X),Filter Element,400805U (X) (HRND 623 New),-,-,7,,,
40083KE,Filter Element,E 83 KE,-,-,0,,,
400851H (Y),Filter Element,400851H = Y (HRND 495),-,-,6,Jakarta,,
400851U (X),Filter Element,400851U = X (HRND 495),-,-,6,Jakarta,,
4009360C,Filter Element,4009360 C = 1617-7073-02 = QD 1050,-,-,0,,,
400AC425H,Filter Element,PD 425 = 1624-1833-01 = 2901-2004-09,-,-,0,,,
400AC425U,Filter Element,DD 425 = 1624-1833-03 = 2901-2003-09,-,-,0,,,
400AC850C,Filter Element,QD 850,-,-,0,,,
400AC850H,Filter Element,PD 850,-,-,0,,,
400AC850S,Filter Element,PD 850,-,-,0,,,
400AC850U,Filter Element,DD 850,-,-,0,,,
400BL500C,Filter Element,BL 500 AC (Elite for Prima Rajuli)(carbon),-,-,0,,,
400BL500H,Filter Element,"BL 500 AQ (Elite for Prima Rajuli) (0,01 micron)",-,-,0,,,
400BL500U,Filter Element,BL 500 AP (Elite for Prima Rajuli)(1 micron),-,-,0,,,
400D0320C,Filter Element,400D0320C (Donaldson),-,-,0,,,
400D0320H,Filter Element,400D0320H (Donaldson),-,-,0,,,
400D1100C,Filter Element,"400D1100C (0,003 mg/m) = Donaldson S 1100",-,-,0,,,
B0GE 250 FP,Filter Element,Filter Element B0GE 250 FP (1 micron) 400250FP (After Filter) Supplier 6,-,-,0,,,
B0GE 250 V,Filter Element,Filter Element B0GE 250 FP (3 micron) 400250V (Fre Filter) Supplier 6,-,-,0,,,
BOGE 1/120 H,Filter Element,"Filter Element BOGE 1/120 H (0,01 mikron)",-,-,0,,,
BOGE 1/120 U,Filter Element,Filter Element BOGE 1/120 U (1 mikron),-,-,0,,,
400D1100H,Filter Element,"400D1100H (0,01 micron) = Donaldson S 1100",-,-,0,,,
400D1100U,Filter Element,400D1100U (1 micron) = Donaldson S 1100,-,-,0,,,
400D200H,Filter Element,400D200H = AQ 200 AA = ODHE 200 AA,-,-,0,,,
400D200U,Filter Element,400D200U = AQ 200 AO = ODHE 200 AO,-,-,0,,,
400D450H,Filter Element,M-0450,-,-,0,,,
400D450S,Filter Element,S-0450,-,-,0,,,
400D450U,Filter Element,V-0450,-,-,0,,,
400EL14050H,Filter Element,400EL14050H = Fluir Air,-,-,0,,,
400EL14050U,Filter Element,400EL14050U = Fluir Air,-,-,0,,,
400F400H,Filter Element,FTX 400,-,-,0,,,
400F400U,Filter Element,FFTS 400,-,-,0,,,
400FT080H,Filter Element,FT 080 AF,-,-,0,,,
400FT080U,Filter Element, FT 080 PF,-,-,0,,,
400G150U,Filter Element,400G150U = G 150 = EA 150U,-,-,0,,,
400H150H,Filter Element,EH 150 H (for MKE 155),-,-,0,,,
400H150U,Filter Element,EH 150 U (for MKE 155),-,-,0,,,
400IR66816,Filter Element,400IR66816,-,-,0,,,
400K107C,Filter Element,EG 107,-,-,0,,,
400K107H,Filter Element,EE 107),-,-,0,,,
400K107P,Filter Element,EB 107,-,-,0,,,
400K107U,Filter Element,ED 107,-,-,0,,,
400NX1850H,Filter Element,NX 1850H = Nexus,-,-,1,Jakarta,,
400NX1850U,Filter Element,NX 1850U = Nexus,-,-,0,,,
400O1000H/S,Filter Element,"ORION LSF 1000 = (0,01 Micron)",-,-,1,Jakarta,,
400O1000P,Filter Element,ORION DSF 1000 = (3 Micron),-,-,6,Jakarta,,
400O1000U,Filter Element,ORION MSF 1000 = (1 Micron),-,-,7,Jakarta,,
400O1300H,Filter Element,"ORION 1300 ELS = (0,01 Micron)",-,-,1,Jakarta,,
400O1300H-PL,Filter Element,"ORION 1300 ELS = (0,01 Micron)(Encap Plastik)",-,-,2,Jakarta,,
400O1300U,Filter Element,ORION 1300 EMS = (1 Micron),-,-,11,Jakarta,,
400O1300U-PL,Filter Element,ORION 1300 EMS  = (1 Micron)(Encap Plastik),-,-,2,Jakarta,,
400O2000C,Filter Element,NEW ORION 2000,-,-,0,,,
400O2000H,Filter Element,MSF 2000,-,-,1,Jakarta,,
400O2000U,Filter Element,LSF 2000,-,-,1,Jakarta,,
400O400H,Filter Element,Orion 400 = MSF,-,-,0,,,
400O400U,Filter Element,Orion 400 = KSF,-,-,0,,,
400O700C,Filter Element,KSF 700 AL,-,-,0,,,
400O700H,Filter Element,ORION ELS 700,-,-,0,,,
400O700S,Filter Element,MSF 700 AL,-,-,0,,,
400O700U,Filter Element,LSF 700 AL,-,-,0,,,
400SA007H,Filter Element,400SA007H (0.01 micron) = A-7-A = for HSD-8WXF (Nutrifood),-,-,2,Jakarta,,
400SA007P,Filter Element,400SA007P (5 micron) = A-7-C for HSD-8WXF (Nutrifood),-,-,,,,
400SA007U,Filter Element,400SA007U (1 micron) = A-7-T = for HSD-8WXF (Nutrifood),-,-,2,Jakarta,,
400SA010H,Filter Element,400SA010H (0.01 micron) = A-10-A,-,-,7,Jakarta,,
400SA010P,Filter Element,400SA010P (5 micron) = A-10-C,-,-,4,Jakarta,,
400SA010U,Filter Element,400SA010U (1 micron) = A-10-T,-,-,5,Jakarta,,
400SA020H,Filter Element,"400SA020U = A-020-A = (0,01 micron) = for SARD 20 NF",-,-,3,Jakarta,,
400SA020U,Filter Element,400SA020U = A-020-T = (1 micron) = for SARD 20 NF,-,-,3,Jakarta,,
400SA450H,Filter Element,"400SA450H (0,01 micron)",-,-,0,,,
400SA450U,Filter Element,400SA450U (1 micron),-,-,0,,,
400SW06050H,Filter Element,EL-01706-0650H,-,-,0,,,
400SW06050U,Filter Element,EL-01706-0650U,-,-,0,,,
400W1160H,Filter Element,400W1160H,-,-,4,Jakarta,,
400W1160U,Filter Element,400W1160U,-,-,4,Jakarta,,
E 200-55-C,Filter Element,Van Air E 200-55-C,-,-,0,,,
E 200-55-C,Filter Element,E 200-55-C,-,-,0,,,
E 200-55-RD,Filter Element,Van Air E 200-55-RD),-,-,0,,,
ED 500 C-P,Filter Element,ED 500 C = SM 9084,-,-,0,,,
ED 500P,Filter Element,ED 500P,-,-,0,,,
40045/25230,Filter Element = Filter hydraulic,40045/25230 = 45/25 diameter 230mm)(IPPI),-,-,1,Jakarta,,
40045/2590,Filter Element = Filter hydraulic,40045/2590 = 45/25 diameter 90mm)(IPPI),-,-,1,Jakarta,,
40055/30120,Filter Element = Filter hydraulic,40055/30120 = 55/30 diameter 120mm)(IPPI),-,-,1,Jakarta,,
